2008-9-1,2,262.15,298.27,0,5.44333333333333,0.0416666666666667,0.175,Severe (>50% Bleached)
2013-8-3,1,262.15,297.825,0,6.28,1.88,2.095,Severe (>50% Bleached)
2008-8-2,0.5,301.62,298.19,0,4.54,0.57,0,No Bleaching
2008-8-2,0.5,301.62,298.19,0,4.54,0.57,0,Moderate (11-50% Bleached)
2008-5-5,5,299.61,298.22,0,1.1,-3.09,0,Moderate (11-50% Bleached)
2016-8-23,2,262.15,297.851666666667,0,12.6166666666667,1.05,5.60333333333333,Moderate (11-50% Bleached)
2008-6-15,3,301.52,297.86,0,5.4,0.05,0,Mild (1-10% Bleached)
2016-8-4,0.5,300.8,297.86,0,12.3,0,4.05,Moderate (11-50% Bleached)
2010-1-31,0,294.25,297.86,0,0,-7.21,0,No Bleaching
2009-1-31,0.1,294.25,297.86,0,1.82,-7.73,0,Moderate (11-50% Bleached)
2009-1-31,0.1,294.25,297.86,0,1.82,-7.73,0,Mild (1-10% Bleached)
2009-4-19,3,298.11,297.86,0,1.21,-6.66,0,No Bleaching
2013-8-14,3,300.46,297.86,0,4.21,0.32,1.73,Moderate (11-50% Bleached)
2010-8-29,5,300.11,297.86,0,0,0.26,0,No Bleaching
